Year,Make,Model,Trim,Drivetrain,Segment,Certified,Certified Program,Stock Number,VIN,Risk Light,Photo Count,Key Photo,DMS Status,Key Information,Lot Location,Age,Leads (last 7 days),Leads (Daily Avg Last 7 Days),Leads (Since Last Reprice),Leads (All),Mileage,Objective,Color,Price,Last Reprice,MSRP,Unit Cost,Est. Profit,ACV Wholesale,ACV MAX Retail,% to Market,Cost to Market,Market Rank (Matching),Market Listings (Matching),Market Rank (Overall),Market Listings (Overall),MDS (Overall),MDS (Matching),Proof point: Market,Proof point: MSRP,Syndication,CarGurus CTR,CarGurus SRP Views,CarGurus VDP Views,Book value: MMR,MMR - Cost,Book value: J.D. Power,Water,Proof point: J.D. Power,Proof point: KBB
2025,BMW,i4,M50,AWD,Sedan,No,"",BL34630,WBY33HD04SFU36006,Green,0,"",S,,"",9,0,0,0,0,"5,128",Sold,Blue,"$65,998.00",2025-10-06T08:35:00.000Z,"","$56,941.97","$9,056.03","$48,500.00","$63,650.00","","","","","","","","","","",On,10.1%,"1,066",108,"$57,000.00",$58.03,"","","$2,977.00 below",""
2014,BMW,3 Series,328d xDrive,AWD,Sedan,No,"",B35701A,WBA3D5C53EKX99335,Red,0,"",S,,"",9,0,0,0,0,"152,190",Wholesale,"",$0.00,"","","$3,700.00","","$4,200.00","$7,400.00","","",0,7,0,92,45,45,"","",On,0.0%,0,0,"$3,200.00",-$500.00,"$3,525.00",-$175.00,"",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35744,5UX23EU08T9221061,Green,0,"",S,,"",8,0,0,0,1,4,Retail,Gray,"$79,075.00","","$79,075.00","$74,655.70","$4,419.30","","",100%,95%,94,172,134,346,53,62,$319.00 above,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive50e,AWD,SUV,No,"",B35745,5UX43EU06T9221181,Green,11,https://cdn.max.auto/102612/5UX43EU06T9221181/68e7d192ae6c705a3d99b265.jpg,S,,"",8,0,0,0,0,4,Retail,Gray,"$88,175.00","","$88,175.00","$82,977.00","$5,198.00","","",106%,100%,33,36,314,346,53,50,"$4,936.00 above",$0.00 below,On,8.3%,84,7,"","","","","",""
2026,BMW,X5 M,Competition,AWD,SUV,No,"",B35741,5YM13ET08T9220532,Green,9,https://cdn.max.auto/102612/5YM13ET08T9220532/68e7f169ae6c705a3d0381ba.jpg,S,,"",8,0,0,0,0,8,Retail,"","$148,100.00","","$148,100.00","$138,585.00","$9,515.00","","",104%,97%,8,8,8,8,65,65,"$5,014.00 above",$0.00 below,On,1.1%,"3,341",38,"","","","","",""
2026,BMW,X5,xDrive50e,AWD,SUV,No,"",B35742,5UX43EU06T9220192,Green,11,https://cdn.max.auto/102612/5UX43EU06T9220192/68e7d192ae6c705a3d99b13e.jpg,S,,"",8,0,0,0,0,4,Retail,Blue,"$89,775.00","","$89,775.00","$84,467.00","$5,308.00","","",108%,101%,36,36,323,346,53,50,"$6,536.00 above",$0.00 below,On,8.6%,81,7,"","","","","",""
2026,BMW,X7,M60i,AWD,SUV,No,"",B35743,5UX33EM02T9221156,Green,11,https://cdn.max.auto/102612/5UX33EM02T9221156/68e7140aae6c705a3d055333.jpg,S,,"",8,0,0,0,1,4,Retail,Blue,"$125,330.00","","$125,330.00","$117,537.00","$7,793.00","","",103%,97%,13,13,112,112,56,78,"$3,745.00 above",$0.00 below,On,9.0%,155,14,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35747,5UX23EU07T9222461,Green,11,https://cdn.max.auto/102612/5UX23EU07T9222461/68e6b171ae6c705a3db87881.jpg,S,,"",8,1,0.1,0,1,4,Retail,Black,"$76,975.00","","$76,975.00","$72,557.00","$4,418.00","","",98%,92%,54,172,73,346,53,62,"$1,781.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive50e,AWD,SUV,No,"",B35736,5UX43EU08T9217925,Green,11,https://cdn.max.auto/102612/5UX43EU08T9217925/68e7140aae6c705a3d055204.jpg,S,,"",8,0,0,0,1,5,Retail,Green,"$87,125.00","","$87,125.00","$81,997.00","$5,128.00","","",105%,99%,30,36,308,346,53,50,"$3,886.00 above",$0.00 below,On,36.4%,77,28,"","","","","",""
2025,BMW,2 Series,M240i xDrive,AWD,Coupe,No,"",B35746,3MW53CM00S8F77075,Green,11,https://cdn.max.auto/102612/3MW53CM00S8F77075/68e7140bae6c705a3d055d1a.jpg,S,,"",9,0,0,0,0,13,Retail,Red,"$60,765.00","","$60,765.00","$57,492.00","$3,273.00","","",100%,95%,5,11,66,73,89,47,$69.00 above,$0.00 below,On,7.2%,804,58,"","","","","",""
2026,BMW,M3,Competition xDrive,AWD,Sedan,No,"",B35734,WBS33HJ08TFV70789,Yellow,10,https://cdn.max.auto/102612/WBS33HJ08TFV70789/68efbaadfdf96be42717dde3.jpg,S,,"",8,3,0.4,0,3,9,Retail,Green,"$103,505.00","","$103,505.00","$97,292.00","$6,213.00","","",106%,99%,11,12,14,15,25,25,"$5,653.00 above",$0.00 below,On,7.0%,"29,054","2,027","","","","","",""
2024,BMW,2 Series,228i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34321,WBA73AK04R7R82884,Red,20,https://cdn.max.auto/102612/WBA73AK04R7R82884/68e691c7ae6c705a3d4cdf38.jpg,S,Oil Change|BMW CPO,"",9,0,0,0,0,"6,276",Retail,Blue,"$40,998.00",2025-10-06T13:33:00.000Z,"","$35,700.00","$5,298.00","$30,250.00","$35,475.00",104%,91%,6,7,189,282,59,48,"$1,618.00 above","",On,0.0%,0,0,"$31,400.00","-$4,300.00","$30,175.00","-$5,525.00","$4,173.00 above","$4,342.00 above"
2011,BMW,3 Series,328i xDrive,AWD,Sedan,No,"",B35056C,WBAPK5G5XBNN28171,Red,0,"",S,,"",11,0,0,0,0,"193,000",Wholesale,"",$0.00,"","","$1,700.00","","$1,400.00","$6,175.00","","",0,11,0,128,55,99,"","",On,0.0%,0,0,"$3,375.00","$1,675.00","$1,665.00",-$35.00,"",""
2019,Lexus,RX,F SPORT ,AWD,SUV,No,"",B35392B,2T2BGMCAXKC036007,Yellow,20,https://cdn.max.auto/102612/2T2BGMCAXKC036007/68e80d82ae6c705a3d67c1fe.jpg,S,,"",9,0,0,0,0,"84,734",Retail,Silver,$0.00,"","","$25,700.00","","$28,000.00","$30,925.00","","",0,18,0,257,34,46,"","",Off,0.0%,0,0,"$26,000.00",$300.00,"$29,875.00","$4,175.00","",""
2025,BMW,i4,xDrive40,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34617,WBY43HD0XSFU34362,Green,20,https://cdn.max.auto/102612/WBY43HD0XSFU34362/68e6e9c1ae6c705a3d8b9ac1.jpg,S,BMW CPO,"",8,0,0,0,0,"4,612",Retail,Black,"$63,998.00",2025-10-07T09:40:00.000Z,"","$53,700.00","$10,298.00","$37,450.00","$58,750.00",101%,85%,18,30,548,1182,27,45,$549.00 above,"",On,6.9%,319,22,"$47,200.00","-$6,500.00","","","$5,748.00 above",""
2025,BMW,i4,xDrive40,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34613,WBY43HD05SFU33961,Green,20,https://cdn.max.auto/102612/WBY43HD05SFU33961/68e949dcae6c705a3da92de5.jpg,S,BMW CPO,"",8,0,0,0,1,"4,522",Retail,White,"$56,498.00",2025-10-13T07:16:00.000Z,"","$48,487.95","$8,010.05","$37,450.00","$58,750.00",95%,82%,12,66,26,300,35,49,"$2,905.00 below","",On,1.8%,825,15,"$44,800.00","-$3,687.95","","","$1,752.00 below",""
2016,BMW,X5,xDrive35i,AWD,SUV,No,"",B35576A,5UXKR0C54G0U49437,Red,0,"",S,Oil Change,"",8,0,0,0,0,"75,553",Wholesale,Black,$0.00,2025-10-13T06:43:00.000Z,"","$9,700.00","","$13,350.00","$17,425.00","","",0,21,0,65,51,39,"","",On,21.4%,98,21,"$12,150.00","$2,450.00","$14,325.00","$4,625.00","",""
2025,BMW,i4,xDrive40,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34619,WBY43HD01SFU35626,Green,20,https://cdn.max.auto/102612/WBY43HD01SFU35626/68e9663aae6c705a3d05856c.jpg,S,BMW CPO,"",8,1,0.1,1,1,"4,023",Sold,White,"$59,998.00",2025-10-07T10:36:00.000Z,"","$47,700.00","$12,298.00","$37,575.00","$58,900.00",97%,77%,11,24,97,435,31,43,"$2,087.00 below","",On,3.4%,761,26,"$47,700.00",$0.00,"","","$1,748.00 above",""
2025,BMW,iX,xDrive50,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),BL34687,WB523CF04SCU40986,Green,20,https://cdn.max.auto/102612/WB523CF04SCU40986/68e7f168ae6c705a3d0377ad.jpg,S,BMW CPO,"",8,1,0.1,1,1,"4,591",Retail,Black,"$84,998.00",2025-10-07T12:46:00.000Z,"","$75,700.00","$9,298.00","$54,050.00","",101%,90%,21,35,58,100,57,56,$885.00 above,"",On,2.1%,721,15,"$59,900.00","-$15,800.00","","","$11,223.00 above","$13,375.00 above"
2025,BMW,3 Series,330i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34766,3MW89CW00S8F29133,Green,20,https://cdn.max.auto/102612/3MW89CW00S8F29133/68e6cd94ae6c705a3d15bc03.jpg,S,Oil Change|BMW CPO,"",8,0,0,0,0,"6,915",Retail,White,"$49,498.00",2025-10-07T13:17:00.000Z,"","$45,327.40","$4,170.60","$37,250.00","$46,375.00",101%,92%,10,18,945,2238,37,43,$420.00 above,"",On,1.8%,"5,291",93,"$44,500.00",-$827.40,"$43,475.00","-$1,852.40",$48.00 above,"$3,438.00 above"
2025,BMW,3 Series,330i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34769,3MW89CW01S8F29092,Green,20,https://cdn.max.auto/102612/3MW89CW01S8F29092/68e7d192ae6c705a3d99b09f.jpg,S,Oil Change|BMW CPO,"",8,0,0,0,0,"5,534",Retail,Black,"$51,498.00",2025-10-07T14:04:00.000Z,"","$45,901.12","$5,596.88","$37,625.00","$46,800.00",102%,91%,5,6,1265,2237,37,26,"$1,174.00 above","",On,4.6%,"1,414",65,"$45,100.00",-$801.12,"$43,475.00","-$2,426.12","$2,048.00 above","$5,280.00 above"
2020,BMW,X7,xDrive40i,AWD,SUV,No,"",B35346A,5UXCW2C04L9A02905,Yellow,20,https://cdn.max.auto/102612/5UXCW2C04L9A02905/68ed48ffae6c705a3dd3a043.jpg,S,,"",9,0,0,0,0,"87,148",Retail,Blue,$0.00,"","","$25,700.00","","$27,750.00","$32,300.00","","",0,8,0,13,30,29,"","",Off,0.0%,0,0,"$25,800.00",$100.00,"$32,675.00","$6,975.00","",""
2020,Mercedes-Benz,GLS,GLS 450,AWD,SUV,No,"",B35351B,4JGFF5KE9LA132618,Yellow,20,https://cdn.max.auto/102612/4JGFF5KE9LA132618/68e98586ae6c705a3d9227d4.jpg,S,,"",9,0,0,0,0,"79,114",Retail,White,$0.00,"","","$31,700.00","","$27,725.00","$35,175.00","","",0,17,0,26,32,27,"","",Off,0.0%,0,0,"$30,100.00","-$1,600.00","$34,450.00","$2,750.00","",""
2019,BMW,5 Series,530i xDrive,AWD,Sedan,No,"",B35663A,WBAJA7C57KG911595,Yellow,20,https://cdn.max.auto/102612/WBAJA7C57KG911595/68ed4925ae6c705a3dd42408.jpg,S,,"",9,0,0,0,0,"55,250",Retail,Blue,"$23,998.00",2025-10-14T06:30:00.000Z,"","$19,736.95","$4,261.05","$19,425.00","$23,525.00",100%,82%,9,14,23,37,52,48,$85.00 below,"",Off,0.0%,0,0,"$19,950.00",$213.05,"$20,250.00",$513.05,"$2,152.00 below",$484.00 above
2023,Volvo,XC40 Recharge Pure Electric,Ultimate,AWD,SUV,No,"",B35638A,YV4ED3UMXP2078516,Yellow,20,https://cdn.max.auto/102612/YV4ED3UMXP2078516/68eed631fdf96be427f7b1e1.jpg,S,,"",8,0,0,0,0,"13,930",Retail,"",$0.00,"","","$26,700.00","","$23,700.00","$32,275.00","","",0,14,0,17,90,140,"","",Off,0.0%,0,0,"$29,100.00","$2,400.00","$31,950.00","$5,250.00","",""
2024,BMW,2 Series,228i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34303,WBA73AK03R7R84092,Red,20,https://cdn.max.auto/102612/WBA73AK03R7R84092/68ea8d4aae6c705a3de50bfc.jpg,S,Oil Change|BMW CPO,"",7,0,0,0,0,"5,147",Retail,White,"$39,998.00",2025-10-13T07:09:00.000Z,"","$34,700.00","$5,298.00","$28,000.00","$35,025.00",101%,87%,11,18,89,154,58,56,$288.00 above,"",On,0.0%,0,0,"$32,200.00","-$2,500.00","$30,000.00","-$4,700.00","$3,373.00 above","$3,240.00 above"
2025,BMW,2 Series,M240i xDrive,AWD,Coupe,Yes,BMW Certified Pre-Owned (CPOV),BL34764,3MW53CM06S8F24932,Green,20,https://cdn.max.auto/102612/3MW53CM06S8F24932/68eb758eae6c705a3d8c6399.jpg,S,Oil Change|BMW CPO,"",7,0,0,0,0,"9,127",Retail,Gray,"$54,498.00",2025-10-08T09:34:00.000Z,"","$47,089.00","$7,409.00","$49,525.00","$53,725.00",102%,88%,12,17,980,1186,58,27,$952.00 above,"",On,1.9%,"7,801",146,"$48,900.00","$1,811.00","","","$3,348.00 above","$1,359.00 above"
2009,Acura,TSX,,FWD,Sedan,No,"",B35343B,JH4CU26639C014381,Red,0,"",S,,"",7,0,0,0,0,"209,716",Wholesale,"",$0.00,"","","$1,500.00","","$2,100.00","$6,050.00","","",0,13,0,13,73,78,"","",On,0.0%,0,0,"$1,400.00",-$100.00,"$2,265.00",$765.00,"",""
2020,BMW,4 Series,430i xDrive,AWD,Sedan,No,"",B35340B,WBA4J3C00LBL11736,Yellow,0,"",S,,"",7,0,0,0,0,"79,047",Retail,Black,$0.00,"","","$18,573.15","","$17,075.00","$20,225.00","","",0,10,0,34,23,29,"","",Off,0.0%,0,0,"$16,150.00","-$2,423.15","$21,475.00","$2,901.85","",""
2023,BMW,X3,xDrive30i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),B35654A,WBX57DP02PN229973,Green,20,https://cdn.max.auto/102612/WBX57DP02PN229973/68eac910ae6c705a3d742ef2.jpg,S,Oil Change|BMW CPO,"",7,0,0,0,1,"27,120",Retail,Blue,"$39,998.00",2025-10-13T06:34:00.000Z,"","$36,542.85","$3,455.15","$33,100.00","$38,675.00",102%,93%,16,24,41,65,47,37,$648.00 above,"",Off,0.0%,0,0,"$32,400.00","-$4,142.85","$34,300.00","-$2,242.85",$677.00 below,"$3,095.00 above"
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35751,5UX23EU01T9226599,Green,0,"",S,,"",8,0,0,0,0,3,Retail,Gray,"$81,375.00","","$81,375.00","$76,652.00","$4,723.00","","",103%,97%,133,172,207,346,53,62,"$2,619.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35757,5UX23EU04T9227066,Green,12,https://cdn.max.auto/102612/5UX23EU04T9227066/68eac90fae6c705a3d742c81.jpg,S,,"",8,0,0,0,0,7,Retail,Blue,"$78,275.00","","$78,275.00","$73,767.00","$4,508.00","","",99%,94%,83,172,119,346,53,62,$481.00 below,$0.00 below,On,12.3%,57,7,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35752,5UX23EU0XT9223037,Green,0,"",S,,"",8,0,0,0,1,9,Retail,Black,"$76,850.00","","$76,850.00","$72,580.70","$4,269.30","","",98%,92%,53,172,72,346,53,62,"$1,906.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive50e,AWD,SUV,No,"",B35749,5UX43EU08T9225409,Green,0,"",S,,"",8,0,0,0,0,3,Retail,Black,"$93,425.00","","$93,425.00","$87,862.00","$5,563.00","","",112%,106%,36,36,324,346,53,50,"$10,186.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,M60i,AWD,SUV,No,"",B35755,5UX33EU03T9229170,Green,0,"",S,,"",7,0,0,0,0,3,Retail,Blue,"$104,225.00","","$104,225.00","$98,055.70","$6,169.30","","",103%,97%,13,18,339,346,53,41,"$2,821.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2015,BMW,3 Series,328i xDrive,AWD,Sedan,No,"",B35694A,WBA3B5G58FNS14829,Red,0,"",S,,"",6,0,0,0,1,"88,150",Retail,"",$0.00,"","","$6,700.00","","$7,525.00","$12,375.00","","",0,12,0,30,63,60,"","",Off,0.0%,0,0,"$7,825.00","$1,125.00","$9,000.00","$2,300.00","",""
2020,BMW,X7,xDrive40i,AWD,SUV,No,"",B35706A,5UXCW2C00L9A00875,Yellow,0,"",S,,"",7,0,0,0,0,"99,525",Retail,Black,$0.00,"","","$22,700.00","","$25,775.00","$30,375.00","","",0,8,0,13,30,29,"","",Off,0.0%,0,0,"$25,400.00","$2,700.00","$31,725.00","$9,025.00","",""
2002,Acura,TL, ,FWD,Sedan,No,"",B35423A,19UUA56692A027932,Red,0,"",S,,"",6,0,0,0,0,"120,610",Wholesale,"",$0.00,"","","$2,700.00","","$2,825.00","$6,800.00","","","","","","","","","","",On,0.0%,0,0,$975.00,"-$1,725.00","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35759,5UX23EU08T9225336,Green,11,https://cdn.max.auto/102612/5UX23EU08T9225336/68eae532ae6c705a3db11d46.jpg,S,,"",7,0,0,0,0,5,Retail,Gray,"$78,275.00","","$78,275.00","$73,767.00","$4,508.00","","",99%,94%,83,172,119,346,53,62,$481.00 below,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35758,5UX23EU0XT9226875,Green,0,"",S,,"",7,1,0.1,0,2,3,Retail,Black,"$81,375.00","","$81,375.00","$76,652.00","$4,723.00","","",103%,97%,133,172,207,346,53,62,"$2,619.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2025,BMW,i4,xDrive40,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34574,WBY43HD03SFU41637,Green,20,https://cdn.max.auto/102612/WBY43HD03SFU41637/68ed294aae6c705a3d699d89.jpg,S,BMW CPO,"",5,1,0.1,0,1,"4,844",Retail,White,"$56,998.00",2025-10-10T07:18:00.000Z,"","$44,700.00","$12,298.00","$37,450.00","$58,775.00",98%,77%,10,25,10,101,49,61,"$1,031.00 below","",On,0.0%,0,0,"$44,400.00",-$300.00,"","","$1,252.00 below",""
2025,BMW,i4,xDrive40,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34598,WBY43HD08SFU34358,Green,20,https://cdn.max.auto/102612/WBY43HD08SFU34358/68eeba16fdf96be4278b3695.jpg,S,BMW CPO,"",5,0,0,0,0,"4,491",Retail,Black,"$56,498.00",2025-10-13T07:17:00.000Z,"","$46,700.00","$9,798.00","$37,450.00","$58,750.00",97%,80%,6,25,6,101,49,61,"$1,531.00 below","",On,4.5%,88,4,"$44,400.00","-$2,300.00","","","$1,752.00 below",""
2015,BMW,3 Series,328i xDrive,AWD,Sedan,No,"",BL34355A,WBA3B5C50FP653307,Red,0,"",S,,"",6,0,0,0,0,"109,243",Wholesale,"",$0.00,"","","$6,700.00","","$6,275.00","$10,600.00","","",0,14,0,33,53,43,"","",On,0.0%,0,0,"$6,400.00",-$300.00,"$7,300.00",$600.00,"",""
2014,BMW,X3,xDrive28i,AWD,SUV,No,"",B35707A,5UXWX9C56E0D24645,Red,20,https://cdn.max.auto/102612/5UXWX9C56E0D24645/68efbaadfdf96be42717dd50.jpg,S,Oil Change,"",6,0,0,0,0,"89,420",Retail,Gray,"$11,298.00",2025-10-13T14:09:00.000Z,"","$6,200.00","$5,098.00","$6,475.00","$10,525.00",107%,59%,10,11,103,122,47,52,$778.00 above,"",On,0.0%,0,0,"$6,175.00",-$25.00,"$6,975.00",$775.00,"$2,923.00 above","$2,232.00 above"
2021,BMW,X3,xDrive30i,AWD,SUV,No,"",BN28909,5UXTY5C01M9G36752,Green,20,https://cdn.max.auto/102612/5UXTY5C01M9G36752/68ed812cae6c705a3dbfed26.jpg,S,Oil Change,"",5,0,0,0,0,"38,581",Retail,Blue,"$30,498.00",2025-10-10T10:43:00.000Z,"","$25,225.00","$5,273.00","$24,900.00","$29,600.00",101%,83%,13,18,190,257,44,22,$187.00 above,"",On,0.0%,0,0,"$23,700.00","-$1,525.00","$26,800.00","$1,575.00","$1,348.00 above","$2,661.00 above"
2025,BMW,i4,xDrive40,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34599,WBY43HD05SFU35922,Green,20,https://cdn.max.auto/102612/WBY43HD05SFU35922/68ef69f2fdf96be4274c79a2.jpg,S,BMW CPO,"",5,0,0,0,1,"4,999",Retail,Gray,"$62,998.00",2025-10-10T11:00:00.000Z,"","$52,700.00","$10,298.00","$37,425.00","$58,575.00",101%,84%,10,17,95,301,35,55,$629.00 above,"",On,2.8%,72,2,"","","","","$4,748.00 above",""
2025,BMW,2 Series,230i xDrive,AWD,Coupe,Yes,BMW Certified Pre-Owned (CPOV),BL34153,3MW33CM01S8E97291,Green,20,https://cdn.max.auto/102612/3MW33CM01S8E97291/68ed294cae6c705a3d69a632.jpg,S,Oil Change|BMW CPO,"",5,0,0,0,0,"6,603",Retail,White,"$46,998.00",2025-10-10T12:48:00.000Z,"","$42,322.00","$4,676.00","$35,700.00","$41,700.00","","","","","","","","","","",On,0.0%,0,0,"$40,500.00","-$1,822.00","","","$6,948.00 above","$1,291.00 above"
2025,BMW,iX,xDrive50,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),BL34534,WB523CF00SCU18368,Green,20,https://cdn.max.auto/102612/WB523CF00SCU18368/68ed8148ae6c705a3dc03683.jpg,S,BMW CPO,"",4,0,0,0,0,"6,207",Retail,Gray,"$86,998.00",2025-10-11T06:43:00.000Z,"","$76,700.00","$10,298.00","$53,875.00","",104%,91%,12,14,61,88,58,55,"$2,975.00 above","",On,0.0%,0,0,"$60,100.00","-$16,600.00","","","$13,223.00 above","$15,816.00 above"
2023,BMW,X7,xDrive40i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),B35358A,5UX23EM0XP9R21461,Green,20,https://cdn.max.auto/102612/5UX23EM0XP9R21461/68ee81dfae6c705a3dc6aa12.jpg,S,Oil Change|BMW CPO,"",4,0,0,0,0,"36,841",Retail,Black,"$66,498.00",2025-10-15T06:55:00.000Z,"","$57,700.00","$8,798.00","$56,350.00","$63,200.00",100%,87%,10,18,445,721,60,36,$132.00 above,"",Off,0.0%,0,0,"$61,700.00","$4,000.00","$62,825.00","$5,125.00","$3,827.00 below",$293.00 above
2020,Jeep,Grand Cherokee,Overland,4WD,SUV,No,"",BL34558B,1C4RJFCG4LC435994,Red,20,https://cdn.max.auto/102612/1C4RJFCG4LC435994/68ee81e0ae6c705a3dc6c5bb.jpg,S,,"",4,0,0,0,0,"56,607",Retail,Black,$0.00,"","","$22,700.00","","$21,950.00","$26,125.00","","",0,10,0,215,47,69,"","",Off,0.0%,0,0,"$22,400.00",-$300.00,"$26,450.00","$3,750.00","",""
2016,Honda,HR-V,EX-L w/Navi,AWD,SUV,No,"",BL34343A,3CZRU6H75GM718872,Red,20,https://cdn.max.auto/102612/3CZRU6H75GM718872/68eed633fdf96be427f7ccaf.jpg,S,,"",4,0,0,0,0,"78,262",Retail,Blue,$0.00,"","","$13,200.00","","$11,750.00","$16,325.00","","",0,12,0,59,32,43,"","",Off,0.0%,0,0,"$11,300.00","-$1,900.00","$14,375.00","$1,175.00","",""
2023,BMW,X3,xDrive30i,AWD,SUV,No,"",B35560B,5UX53DP02P9R13051,Green,0,"",S,,"",4,0,0,0,0,"28,512",Retail,Blue,$0.00,"","","$33,700.00","","$32,500.00","$38,325.00","","",0,33,0,395,61,57,"","",Off,0.0%,0,0,"$31,400.00","-$2,300.00","$34,300.00",$600.00,"",""
2022,BMW,3 Series,330i xDrive,AWD,Sedan,No,"",B35748A,3MW5R7J02N8C70456,Green,0,"",S,,"",2,0,0,0,0,"39,036",Retail,White,$0.00,"","","$26,700.00","","$27,200.00","$32,125.00","","",0,16,0,175,37,42,"","",Off,0.0%,0,0,"$26,600.00",-$100.00,"$29,375.00","$2,675.00","",""
2024,BMW,X5,xDrive40i,AWD,SUV,No,"",B35737A,5UX23EU02R9U71744,Green,0,"",S,,"",4,0,0,0,0,"20,905",Retail,White,$0.00,"","","$55,700.00","","$53,925.00","$61,325.00","","",0,21,0,62,54,43,"","",Off,0.0%,0,0,"$58,900.00","$3,200.00","$51,775.00","-$3,925.00","",""
2023,BMW,X3,xDrive30i,AWD,SUV,No,"",B35597A,5UX53DP00P9S17479,Green,0,"",S,,"",1,0,0,0,0,"19,081",Retail,Gray,$0.00,"","","$34,700.00","","$34,100.00","$40,375.00","","",0,17,0,65,47,37,"","",Off,0.0%,0,0,"$35,000.00",$300.00,"$35,325.00",$625.00,"",""
2021,BMW,2 Series,228i xDrive,AWD,Sedan,No,"",BL34258A,WBA73AK07M7G47405,Red,0,"",S,,"",2,0,0,0,0,"45,035",Retail,White,$0.00,"","","$18,700.00","","$20,350.00","$23,700.00","","",0,15,0,32,46,36,"","",Off,0.0%,0,0,"$19,500.00",$800.00,"$24,200.00","$5,500.00","",""
2022,Mercedes-Benz,GLC,GLC 300,AWD,SUV,No,"",BL34363A,W1N0G8EB5NG060075,Green,0,"",S,,"",2,0,0,0,0,"21,409",Retail,Silver,$0.00,"","","$30,700.00","","$30,500.00","$35,550.00","","","","","","","","","","",Off,0.0%,0,0,"$32,000.00","$1,300.00","$30,475.00",-$225.00,"",""
2022,BMW,X3,xDrive30i,AWD,SUV,No,"",B35548A,WBX57DP09NN176444,Green,0,"",S,,"",2,0,0,0,0,"34,857",Retail,Gray,$0.00,"","","$29,200.00","","$29,300.00","$35,000.00","","","","","","","","","","",Off,0.0%,0,0,"$29,300.00",$100.00,"$31,625.00","$2,425.00","",""
2023,Honda,Ridgeline,RTL,AWD,Truck,No,"",BN28907A,5FPYK3F51PB022853,Yellow,0,"",S,,"",2,0,0,0,0,"27,316",Retail,Gray,"$33,498.00",2025-10-15T10:25:00.000Z,"","$29,700.00","$3,798.00","$29,825.00","$32,750.00",100%,88%,9,15,20,48,51,56,$74.00 below,"",Off,0.0%,0,0,"$29,100.00",-$600.00,"$31,950.00","$2,250.00","$2,877.00 below",$813.00 above
2026,BMW,X7,xDrive40i,AWD,SUV,No,"",B35760,5UX23EM05T9229294,Green,0,"",T,,"",5,0,0,0,0,2,Retail,Black,"$98,580.00","","$98,580.00",$22.00,"$98,558.00","","",102%,0%,60,81,68,112,56,91,"$2,075.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35768,5UX23EU07T9226817,Green,0,"",T,,"",5,0,0,0,0,2,Retail,Black,"$81,375.00","","$81,375.00",$22.00,"$81,353.00","","",103%,0%,133,172,207,346,53,62,"$2,619.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35767,5UX53GP06T9228224,Green,0,"",T,,"",5,0,0,0,0,2,Retail,Blue,"$56,140.00","","$56,140.00",$22.00,"$56,118.00","","",97%,0%,117,351,150,481,177,253,"$1,470.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
